"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","threshold"
"213895_at",-215.6063,582.954919767442,-3.32991912346046,0.00128563372107843,0.0235396682060729,-4.51675622097323,"EMP1","Down"
"207705_s_at",-316.923651162791,1076.15275581395,-3.32694869454987,0.00129780678654705,0.0237430448478061,-4.51689400400049,"NINL","Down"
"219999_at",-141.744860465116,306.325753488372,-3.32609166507338,0.00130133903610302,0.0237881359651219,-4.51693374480357,"MAN2A2","Down"
"201701_s_at",-273.617348837209,930.963790697674,-3.32565806440973,0.00130312956012834,0.0238013409740491,-4.51695384892132,"PGRMC2","Down"
"200978_at",-1071.60665116279,2370.36686046512,-3.32445173811792,0.00130812318124548,0.0238729802192407,-4.51700977336143,"MDH1","Down"
"202031_s_at",-277.336979069767,696.510387209302,-3.32039622080593,0.00132504317770111,0.0241619780104042,-4.51719770331951,"WIPI2","Down"
"210778_s_at",-127.034706976744,223.382639534884,-3.31978629414067,0.0013276055547402,0.0241889080754504,-4.51722595610244,"MXD4","Down"
"219815_at",214.250953488372,442.651825581395,3.31949117376156,0.00132884706131619,0.0241917476040104,-4.51723962553679,"GAL3ST4","Up"
"201029_s_at",-1016.59418604651,3309.80662790698,-3.31897464196662,0.00133102262098462,0.0242115731129797,-4.51726354874685,"CD99","Down"
"221553_at",202.087516279069,450.14771627907,3.31741214957962,0.00133762399567279,0.0243118070926401,-4.51733590334059,"MAGT1","Up"
"37892_at",982.577274418605,621.502141860465,3.31710564250691,0.00133892255852033,0.024315575689901,-4.51735009463331,"COL11A1","Up"
"207646_s_at",-416.710651162791,1291.27246511628,-3.31439339145286,0.00135046509703353,0.0244852837731474,-4.51747564079169,"CDY1","Down"
"212686_at",208.743434883721,339.633208139535,3.31310977337072,0.00135596030053566,0.0245649295746634,-4.51753503804473,"PPM1H","Up"
"220147_s_at",632.13665116279,1950.94330232558,3.31167772611447,0.0013621157006964,0.0246563965545231,-4.51760128875892,"SINHCAF","Up"
"211784_s_at",594.854093023255,1931.74788372093,3.31094032678742,0.00136529550075712,0.0246938958144245,-4.51763539690694,"SRSF1","Up"
"37966_at",-160.903348837209,405.621023255814,-3.30884757347497,0.00137435782030408,0.0248376442091125,-4.51773217383336,"PARVB","Down"
"215281_x_at",-40.9038888372093,56.5518944186047,-3.30729086553802,0.00138113546718919,0.0249218253074969,-4.51780414022843,"POGZ","Down"
"203401_at",250.269860465116,877.54411627907,3.30726399881872,0.00138125271528783,0.0249218253074969,-4.51780538211026,"PRPS2","Up"
"201599_at",904.586395348837,3030.8298255814,3.30565105683576,0.00138830883658834,0.0250288720110824,-4.51787992828111,"OAT","Up"
"204485_s_at",240.665465116279,727.273941860465,3.30421872406912,0.00139460319121314,0.0251220233708992,-4.51794611041873,"TOM1L1","Up"
"218507_at",-644.816511627908,2484.20988372093,-3.30266364040033,0.0014014672855827,0.0252252790990625,-4.51801794653672,"HILPDA","Down"
"205034_at",244.035558139535,576.398046511628,3.30135018349194,0.00140728952748525,0.0252932429560201,-4.51807860638679,"CCNE2","Up"
"212558_at",-874.633674418605,3301.42409302326,-3.30126859190758,0.00140765195119126,0.0252932429560201,-4.51808237412269,"SPRY1","Down"
"207483_s_at",176.126113953488,401.136703488372,3.30104434298931,0.00140864849923354,0.0252932429560201,-4.51809272922481,"CAND1","Up"
"202908_at",-391.902488372093,1387.87273255814,-3.30026184355531,0.00141213106445113,0.0253353595081841,-4.51812885953203,"WFS1","Down"
"202611_s_at",100.002058139535,163.987175581395,3.29960007659773,0.00141508260460847,0.0253678887196223,-4.51815941158862,"MED14","Up"
"221365_at",-201.234953488372,685.150523255814,-3.29868275086163,0.00141918353277584,0.0254101651997729,-4.51820175655446,"MLNR","Down"
"206082_at",160.569767441861,360.188953488372,3.29856258403504,0.00141972156683199,0.0254101651997729,-4.51820730313378,"HCP5","Up"
"56256_at",-829.642186046513,2346.4928372093,-3.29701969483346,0.00142664671065905,0.0254996631673507,-4.51827850889127,"SIDT2","Down"
"209917_s_at",-61.1475000000001,140.995263953488,-3.29673471137814,0.00142792929982351,0.0254996631673507,-4.51829165913336,"TP53TG1","Down"
"221556_at",-371.762518604651,1030.97543837209,-3.29668456941046,0.00142815507933643,0.0254996631673507,-4.51829397281348,"CDC14B","Down"
"218445_at",120.84056744186,264.458144186047,3.29443964736951,0.00143829790718901,0.0256442903640937,-4.5183975394591,"MACROH2A2","Up"
"210139_s_at",-873.245999999999,2761.79304651163,-3.29438252332007,0.0014385568799137,0.0256442903640937,-4.51840017429777,"PMP22","Down"
"213553_x_at",710.305372093022,2108.52894186047,3.29322967834348,0.00144379267716152,0.0257170521384414,-4.51845334372404,"APOC1","Up"
"212276_at",-341.326418604652,1163.09206976744,-3.29251850536028,0.00144703147120336,0.0257541551699876,-4.51848613803625,"LPIN1","Down"
"213519_s_at",-258.02823255814,751.022651162791,-3.29123758185136,0.00145288219565222,0.0258376488154177,-4.51854519538896,"LAMA2","Down"
"210130_s_at",-209.572418604651,624.276372093023,-3.28965337807474,0.0014601488660755,0.0259461700022012,-4.51861821801725,"TM7SF2","Down"
"217492_s_at",-402.320069767442,1111.71070930233,-3.28649486825276,0.00147473864128249,0.026179425515019,-4.51876374905928,"PTENP1","Down"
"214771_x_at",-695.58088372093,2314.43374418605,-3.28630386423362,0.00147562529492725,0.026179425515019,-4.51877254725401,"MPRIP","Down"
"213422_s_at",-537.098418604651,1514.54897674419,-3.28560684234704,0.00147886516009565,0.0262043068603197,-4.51880465168763,"MXRA8","Down"
"218239_s_at",308.187279069768,816.628848837209,3.28520300312074,0.00148074531752682,0.0262043068603197,-4.51882325056955,"GTPBP4","Up"
"208788_at",-1477.09162790698,4504.77325581395,-3.2850761483377,0.00148133637877048,0.0262043068603197,-4.51882909262626,"ELOVL5","Down"
"203886_s_at",-299.524020930233,452.837801162791,-3.2849913381266,0.00148173166288214,0.0262043068603197,-4.51883299833021,"FBLN2","Down"
"202458_at",753.45723255814,1207.09177906977,3.28423297906541,0.00148527062751962,0.0262460629603646,-4.51886792001591,"PRSS23","Up"
"222112_at",120.594251162791,237.55526744186,3.28390160591845,0.00148681950290104,0.0262526140912391,-4.51888317802037,"EPS15L1","Up"
"215722_s_at",110.083465116279,280.699186046512,3.28363228945714,0.00148807943376774,0.0262540570250567,-4.51889557801016,"SNRPA1","Up"
"214629_x_at",-1544.30209302326,5750.22802325581,-3.28219052044743,0.00149484143666159,0.0263524934597548,-4.51896195100627,"RTN4","Down"
"216640_s_at",272.281588372093,379.091056976744,3.28034512749888,0.00150353850273822,0.0264848604399334,-4.51904688157828,"PDIA6","Up"
"215235_at",-340.438674418605,657.524848837209,-3.27887384549984,0.00151050640054597,0.026586583035834,-4.51911457544836,"SPTAN1","Down"
"201456_s_at",167.039302325581,537.962720930233,3.27804938374666,0.00151442422123473,0.0266345027006893,-4.51915250166853,"BUB3","Up"
"204623_at",648.166511627907,780.125079069767,3.27730080586528,0.00151798969244111,0.0266761548238685,-4.51918693255335,"TFF3","Up"
"214665_s_at",-236.962688372093,722.993679069767,-3.27546102112025,0.00152678603527323,0.0268095927691043,-4.51927153500124,"CHP1","Down"
"202620_s_at",-697.268953488372,1933.34412790698,-3.2746961903595,0.00153045686921912,0.0268528900919761,-4.51930669795135,"PLOD2","Down"
"212705_x_at",-82.1101581395349,149.421576744186,-3.27176379067148,0.00154460782596195,0.0270650261635077,-4.51944147214181,"PNPLA2","Down"
"205047_s_at",131.111248837209,217.333601162791,3.27168771217878,0.00154497658663473,0.0270650261635077,-4.51944496784358,"ASNS","Up"
"213049_at",197.23165116279,663.307104651163,3.27066534759716,0.00154994010884203,0.0271306484252373,-4.51949193969395,"RALGAPA1","Up"
"203603_s_at",-199.069158139535,440.126844186047,-3.26964493392821,0.00155490905686896,0.0271749321680087,-4.51953881375661,"ZEB2","Down"
"202552_s_at",-526.888093023256,1638.48234883721,-3.26889678891266,0.00155856166106306,0.0272174212331255,-4.51957317561682,"CRIM1","Down"
"205097_at",101.420493023256,159.39348372093,3.26669598972998,0.00156935310033993,0.0273844127916011,-4.51967423160675,"SLC26A2","Up"
"200862_at",563.813255813954,1399.98139534884,3.26552862953464,0.0015751055326199,0.0274632837115566,-4.51972781887654,"DHCR24","Up"
"213301_x_at",226.352139534884,525.307604651163,3.26473281046891,0.0015790384295778,0.0275103309822377,-4.5197643445489,"TRIM24","Up"
"212586_at",-564.533209302326,1452.00388372093,-3.26414196307662,0.00158196431595064,0.0275397741033813,-4.51979145942971,"CAST","Down"
"218970_s_at",-269.080627906976,777.109058139535,-3.2622832750335,0.0015912017257092,0.0276789602294912,-4.5198767395552,"CUTC","Down"
"209175_at",262.582246511628,711.757365116279,3.26194273173608,0.00159289964396425,0.0276868820331165,-4.51989236138337,"SEC23IP","Up"
"208707_at",-296.158441860465,1320.94668604651,-3.26100908540367,0.00159756342993506,0.0277463023454738,-4.51993518609855,"EIF5","Down"
"221634_at",-48.4471139534884,72.6425523255814,-3.26002407977773,0.00160249763168147,0.0278103229959177,-4.51998035914045,"RPL23AP7","Down"
"204461_x_at",194.168651162791,676.512790697674,3.25966740262564,0.00160428785699422,0.0278197247606243,-4.51999671471914,"RAD1","Up"
"214636_at",-187.757879069768,492.052106976744,-3.25786614138116,0.00161335735727713,0.0279552426066923,-4.52007929699542,"CALCB","Down"
"200977_s_at",317.836279069768,1058.49672093023,3.25617259395248,0.00162192829042775,0.0280819177122002,-4.52015691760405,"TAX1BP1","Up"
"210985_s_at",128.66196744186,309.364202325581,3.25527160868524,0.00162650547827104,0.028136223257494,-4.52019820337582,"SP100","Up"
"203035_s_at",256.598553488372,611.262467441861,3.25461401533063,0.00162985381943384,0.028136223257494,-4.52022833217628,"PIAS3","Up"
"219716_at",-272.175395348837,767.898581395349,-3.25444144212787,0.00163073359828669,0.028136223257494,-4.52023623835672,"APOL6","Down"
"202107_s_at",413.375395348837,1419.66646511628,3.25440557455322,0.00163091650713389,0.028136223257494,-4.52023788154593,"MCM2","Up"
"202227_s_at",415.07265116279,1463.32388372093,3.2542292257714,0.00163181608780141,0.028136223257494,-4.52024596040594,"BRD8","Up"
"201336_at",-384.054372093023,931.297674418605,-3.2538724279365,0.00163363758653983,0.028136223257494,-4.52026230521578,"VAMP3","Down"
"204023_at",307.562162790697,988.303872093023,3.25352120289606,0.00163543249497158,0.028136223257494,-4.52027839375535,"RFC4","Up"
"221610_s_at",101.654765116279,286.301268604651,3.25337263319119,0.00163619230464866,0.028136223257494,-4.52028519898358,"STAP2","Up"
"218440_at",-120.921813953488,318.749558139535,-3.25327865496068,0.00163667309530173,0.028136223257494,-4.5202895035619,"MCCC1","Down"
"201542_at",-457.671186046512,1357.67603488372,-3.2530796604084,0.00163769158394156,0.028136223257494,-4.52029861807688,"SAR1A","Down"
"216060_s_at",-292.154093023256,1119.71981395349,-3.2525960164931,0.00164016943211046,0.0281412597007151,-4.52032076903561,"DAAM1","Down"
"203845_at",-304.907916279069,669.945111627907,-3.25252949033087,0.00164051053947982,0.0281412597007151,-4.52032381579848,"KAT2B","Down"
"208092_s_at",-298.987813953489,1247.28002325581,-3.25205421637912,0.00164294940039746,0.0281507349898362,-4.52034558136061,"CYRIA","Down"
"214720_x_at",-166.87503255814,519.750995348837,-3.25192957400386,0.00164358956252645,0.0281507349898362,-4.52035128916528,"SEPTIN10","Down"
"214436_at",263.211697674419,656.043313953488,3.25094333282228,0.00164866313032486,0.0281996685037343,-4.52039644822148,"FBXL2","Up"
"218205_s_at",-610.478209302326,1919.10245348837,-3.25079511120467,0.00164942690028467,0.0281996685037343,-4.5204032344849,"MKNK2","Down"
"203757_s_at",723.156790697675,1564.41034883721,3.25063677941552,0.00165024313283084,0.0281996685037343,-4.52041048344617,"CEACAM6","Up"
"218899_s_at",-309.566418604652,1185.43023255814,-3.24962154015667,0.00165548589162569,0.0282675801709542,-4.52045695979577,"BAALC","Down"
"204162_at",63.6264455813953,52.604048372093,3.24924302093591,0.00165744457650997,0.0282732623951966,-4.52047428583141,"NDC80","Up"
"200907_s_at",378.412986046512,492.61176744186,3.24906696714592,0.00165835632322946,0.0282732623951966,-4.52048234399,"PALLD","Up"
"37549_g_at",-63.0319441860464,173.739641860465,-3.24719769342517,0.00166806591606003,0.0284170587213804,-4.5205678873788,"BBS9","Down"
"201569_s_at",-371.58841627907,754.90803372093,-3.24689069110177,0.00166966566155458,0.0284225820751877,-4.5205819340481,"SAMM50","Down"
"212239_at",-489.333534883721,1591.05025581395,-3.24465632337363,0.00168135197412581,0.0285990259699224,-4.52068414340607,"PIK3R1","Down"
"205407_at",-233.312611627907,391.873212790698,-3.24379213817382,0.00168589238284135,0.0285990259699224,-4.52072366423705,"RECK","Down"
"218039_at",536.598511627906,1928.19765116279,3.24377929124627,0.00168595996679499,0.0285990259699224,-4.52072425170671,"NUSAP1","Up"
"203434_s_at",-248.404823255814,477.882537209302,-3.24369075983211,0.00168642577380733,0.0285990259699224,-4.5207283000725,"MME","Down"
"221245_s_at",-116.218511627907,435.485581395349,-3.24368654171227,0.00168644797040246,0.0285990259699224,-4.52072849295718,"FZD5","Down"
"205141_at",-46.7987395348837,152.760881395349,-3.24321433985429,0.00168893452116997,0.0286193631052251,-4.52075008474298,"ANG","Down"
"219440_at",-292.729232558139,981.728825581395,-3.2429712489553,0.00169021594248873,0.0286193631052251,-4.52076119956673,"RAI2","Down"
"219974_x_at",-175.002613953488,408.124041860465,-3.24272593176172,0.00169151002197506,0.028619527577578,-4.52077241570707,"ECHDC1","Down"
"203197_s_at",-65.6464186046511,286.826348837209,-3.24135671491558,0.00169874986531706,0.028706689345075,-4.52083500884393,"CZIB","Down"
"36829_at",-462.817441860465,2289.39127906977,-3.24126456986029,0.00169923812979194,0.028706689345075,-4.52083922067858,"PER1","Down"
"220902_at",-163.625209302325,437.823953488372,-3.24002035863975,0.00170584391510981,0.0287964545154483,-4.52089608539494,"CHST15","Down"
"213644_at",-168.98988372093,477.134569767442,-3.23932216646352,0.00170956128771182,0.0288233563228996,-4.52092798977279,"CEP112","Down"
"200720_s_at",-170.598302325581,400.769965116279,-3.23923525662853,0.00171002455050367,0.0288233563228996,-4.52093196090659,"ACTR1A","Down"
"210115_at",123.822434883721,183.941101162791,3.23888814088457,0.00171187598266956,0.0288327532288933,-4.52094782091744,"RPL39L","Up"
"212788_x_at",-1533.45651162791,5737.08546511628,-3.23789185551853,0.00171720035481326,0.0288715665313909,-4.52099333670438,"FTL","Down"
"214096_s_at",270.460651162791,751.93976744186,3.23778987552381,0.00171774623224453,0.0288715665313909,-4.52099799526436,"SHMT2","Up"
"212518_at",-191.597372093023,596.1175,-3.23772987833603,0.00171806746042383,0.0288715665313909,-4.52100073596413,"PIP5K1C","Down"
"213231_at",-200.541488372093,676.169441860465,-3.23729774307559,0.00172038279710807,0.0288886886721621,-4.52102047525865,"DMWD","Down"
"208367_x_at",-69.9019302325581,288.003197674419,-3.23568595071626,0.00172904439779302,0.0290122713223055,-4.52109408639618,"CYP3A4","Down"
"219331_s_at",-73.2191813953489,186.73631627907,-3.23348096554026,0.00174095986574535,0.0291902247467296,-4.52119475528235,"KLHDC8A","Down"
"220326_s_at",-43.0640558139535,83.7305186046512,-3.23247752651783,0.00174640772605748,0.0292529728949139,-4.52124055456431,"ARHGEF40","Down"
"203921_at",-176.542744186046,722.52388372093,-3.23230833481012,0.00174732786981692,0.0292529728949139,-4.521248276073,"CHST2","Down"
"213156_at",-444.884488372093,1170.99322093023,-3.23162234034414,0.0017510632790232,0.0292935007856412,-4.52127958089001,"ZBTB20","Down"
"204455_at",654.029293023256,987.99651627907,3.23105586285867,0.00175415351955169,0.029323182952866,-4.52130542880671,"DST","Up"
"211178_s_at",-212.1222,629.571737209302,-3.23045959245949,0.00175741179738792,0.0293556274971478,-4.52133263337709,"PSTPIP1","Down"
"209789_at",-254.611023255814,898.928465116279,-3.23016646594721,0.00175901564181947,0.029360408649186,-4.52134600610003,"CORO2B","Down"
"206059_at",-466.772837209301,1673.98265116279,-3.2292617366833,0.00176397451634747,0.0294135370645848,-4.52138727641102,"ZNF91","Down"
"202156_s_at",-301.914325581395,458.568572093023,-3.22910432677859,0.0017648386238545,0.0294135370645848,-4.52139445618335,"CELF2","Down"
"221310_at",-58.9793720930232,237.728244186047,-3.22837407793122,0.00176885253426338,0.0294345830770793,-4.52142776165962,"FGF14","Down"
"213187_x_at",-1398.85233488372,3257.77232093023,-3.22819455248348,0.00176984062688944,0.0294345830770793,-4.52143594887255,"FTL","Down"
"209721_s_at",-117.908272093023,262.843889534884,-3.22815393859099,0.00177006423386825,0.0294345830770793,-4.52143780102308,"IFFO1","Down"
"219787_s_at",377.974162790698,948.763872093023,3.22674332658417,0.00177784702750055,0.0295419577284077,-4.52150212218116,"ECT2","Up"
"203179_at",-142.037372093023,608.080802325581,-3.22623158408843,0.00178067837726378,0.0295566005547819,-4.52152545269771,"GALT","Down"
"210835_s_at",499.439581395348,2135.49462790698,3.22574739766019,0.00178336114861662,0.0295566005547819,-4.52154752498961,"CTBP2","Up"
"203148_s_at",214.5394,386.076206976744,3.22555354623681,0.00178443629651241,0.0295566005547819,-4.52155636144113,"TRIM14","Up"
"202310_s_at",671.180393023256,904.341254651163,3.22535859943887,0.00178551813104264,0.0295566005547819,-4.52156524751969,"COL1A1","Up"
"201693_s_at",-464.913813953489,1226.20618604651,-3.22521796461116,0.00178629894850867,0.0295566005547819,-4.52157165775685,"EGR1","Down"
"212591_at",150.161604651163,281.224462790698,3.22514813737897,0.00178668675435495,0.0295566005547819,-4.52157484047362,"RBM34","Up"
"216908_x_at",-268.175309302326,500.059856976744,-3.22402050070754,0.00179296032717313,0.0296383790581594,-4.52162623259623,"RRN3P1","Down"
"209459_s_at",193.417212325581,183.010115232558,3.2236585448217,0.0017949784220327,0.0296497436457781,-4.52164272659701,"ABAT","Up"
"205133_s_at",419.936860465116,1408.76536046512,3.22300386004504,0.00179863403238069,0.0296881201063252,-4.52167255731387,"HSPE1","Up"
"201160_s_at",-488.801558139535,2125.98047674419,-3.22240428169008,0.00180198804850378,0.0297214653477496,-4.52169987408463,"YBX3","Down"
"204593_s_at",-111.807023255814,497.936674418605,-3.22152901756321,0.00180689474268818,0.0297803517391426,-4.5217397459017,"MIEF1","Down"
"219638_at",-79.1261465116279,216.388596511628,-3.21772021655588,0.00182839256857004,0.030090156281718,-4.52191318039487,"FBXO22","Down"
"217022_s_at",1070.56391162791,1177.76573953488,3.21617308340155,0.00183719309094677,0.0302126742771711,-4.52198359602565,"IGH","Up"
"209674_at",202.526546511628,383.859201162791,3.21565349687275,0.0018401575164765,0.0302148466157411,-4.52200723995943,"CRY1","Up"
"209147_s_at",-454.738418604651,1043.34637209302,-3.21547322086324,0.00184118709970782,0.0302148466157411,-4.52201544296189,"PLPP1","Down"
"202208_s_at",107.275118604651,172.192519767442,3.21543716816872,0.00184139306665065,0.0302148466157411,-4.52201708341682,"ARL4C","Up"
"203070_at",-51.9230093023255,108.976995348837,-3.21514598942606,0.00184305734361185,0.0302199019777063,-4.5220303321282,"SEMA3B","Down"
"221191_at",89.1322976744186,239.572246511628,3.21386605971379,0.00185038967066436,0.0303178184054513,-4.52208856115914,"STAG3L1","Up"
"217504_at",-135.173372093023,341.316523255814,-3.21294786793816,0.00185566650128205,0.0303819372873386,-4.52213032516027,"ABCA6","Down"
"212225_at",-104.275939534884,309.905588372093,-3.21221704681398,0.00185987656768606,0.030425817289703,-4.5221635617285,"EIF1","Down"
"218911_at",140.276920930233,297.167555813953,3.21200886921228,0.00186107745662008,0.030425817289703,-4.52217302852064,"YEATS4","Up"
"202404_s_at",1364.7178372093,3329.12038372093,3.21012845633251,0.0018719576590038,0.0305812555099572,-4.52225852365379,"COL1A2","Up"
"211708_s_at",-39.9072744186046,118.905913953488,-3.20978324509323,0.00187396152422745,0.0305915638420221,-4.52227421597142,"SCD","Down"
"216895_at",-212.768790697674,843.432139534884,-3.20953714798955,0.00187539128061815,0.0305924918784877,-4.52228540225438,"GABRG3","Down"
"219678_x_at",289.46523255814,1278.55601162791,3.2092211870983,0.00187722842134497,0.0306000591900731,-4.52229976345963,"DCLRE1C","Up"
"203120_at",157.810279069767,320.181655813954,3.20873073915253,0.00188008344189524,0.0306241954208712,-4.52232205393249,"TP53BP2","Up"
"211753_s_at",-106.855574418605,194.944573255814,-3.20786918721661,0.00188510858115969,0.0306836190752238,-4.52236120607187,"RLN1","Down"
"214479_at",-44.7602953488372,158.672587209302,-3.20391489141343,0.00190833409480265,0.0310163447370441,-4.52254082684877,"GFRA3","Down"
"213306_at",-433.00723255814,1040.1168255814,-3.20199482006351,0.00191970781054158,0.0311784614739781,-4.52262799879789,"MPDZ","Down"
"210427_x_at",-1381.45581395349,4358.96674418605,-3.20075584250737,0.00192708059730226,0.031275409286006,-4.52268423292956,"ANXA2","Down"
"219499_at",157.557744186046,482.880941860465,3.19988703552028,0.00193226638169996,0.0313367480228677,-4.52272365848506,"SEC61A2","Up"
"219727_at",-111.286248837209,301.684247674419,-3.19959564142347,0.00193400858930047,0.0313421915602781,-4.52273688026981,"DUOX2","Down"
"200943_at",469.354506976744,1189.36688604651,3.19680784615537,0.00195075080627626,0.031590537947859,-4.52286333939822,"HMGN1","Up"
"215315_at",-108.857209302326,251.871453488372,-3.19520590859683,0.00196043246553588,0.0317242677048192,-4.522935977348,"ZNF549","Down"
"202922_at",-554.564534883721,1859.99261627907,-3.1944244329155,0.00196517175729407,0.0317778826326443,-4.52297140483363,"GCLC","Down"
"221835_at",-55.9382325581396,185.261718604651,-3.193275398314,0.00197215956584094,0.0318416570732846,-4.52302348621234,"DTX3","Down"
"218854_at",-390.883906976744,1211.87662790698,-3.19323260845375,0.00197242023840746,0.0318416570732846,-4.5230254255061,"DSE","Down"
"206070_s_at",-68.1530116279069,146.023370930233,-3.19307141216666,0.00197340252291909,0.0318416570732846,-4.52303273100338,"EPHA3","Down"
"203329_at",-315.471,819.919476744186,-3.19188501860824,0.00198064613904085,0.0319354109379503,-4.52308649242802,"PTPRM","Down"
"214619_at",-64.3557162790698,208.726927906977,-3.18871355731388,0.00200013185019311,0.0322096961636535,-4.52323015068818,"CRHR1","Down"
"204123_at",156.179320930233,273.619758139535,3.18864607959336,0.00200054837726053,0.0322096961636535,-4.52323320634444,"LIG3","Up"
"203167_at",-44.8141790697675,185.444847674419,-3.18805603348719,0.00200419407189724,0.0322450949487988,-4.52325992436132,"TIMP2","Down"
"218648_at",-550.601860465117,2713.41023255814,-3.1863291336936,0.00201489968346155,0.0323939463539493,-4.52333810412683,"CRTC3","Down"
"219186_at",-217.394093023256,674.112534883721,-3.18554024255404,0.00201980802395012,0.032449446429474,-4.52337381046942,"ZBTB7A","Down"
"211905_s_at",-128.217869767442,453.155809302326,-3.18455837391654,0.00202593263233964,0.0325103829624065,-4.52341824411869,"ITGB4","Down"
"210095_s_at",-914.756720930233,2159.00426744186,-3.18446452239082,0.00202651895771586,0.0325103829624065,-4.52342249087727,"IGFBP3","Down"
"200644_at",241.835790697674,619.444104651163,3.18374012351392,0.0020310498809994,0.0325596291354746,-4.52345526731645,"MARCKSL1","Up"
"214569_at",-419.074720930232,1613.62773255814,-3.18137442077789,0.00204591269586658,0.0327680160202663,-4.52356227682088,"IFNA5","Down"
"218331_s_at",448.537837209303,1320.23889534884,3.18116409981388,0.00204723896635556,0.0327680160202663,-4.52357178819146,"TASOR2","Up"
"204510_at",377.548767441861,1447.24887209302,3.18097049352966,0.0020484605446408,0.0327680160202663,-4.52358054335053,"CDC7","Up"
"221695_s_at",-218.971139534883,978.704081395349,-3.17991367641577,0.00205514064265828,0.0328121616107829,-4.52362832873041,"MAP3K2","Down"
"212327_at",-473.261348837209,1452.18197674419,-3.17988998780733,0.00205529061016256,0.0328121616107829,-4.52362939973681,"LIMCH1","Down"
"207376_at",-74.9241930232558,255.136910465116,-3.17983514886732,0.00205563782294363,0.0328121616107829,-4.52363187909037,"VENTX","Down"
"208700_s_at",-395.561753488372,1191.32717906977,-3.17950466996849,0.00205773140990965,0.032822068007886,-4.52364682003028,"TKT","Down"
"38487_at",-226.607,763.148569767442,-3.17763736611607,0.00206959824403912,0.0329877379627495,-4.52373122388275,"STAB1","Down"
"212227_x_at",-1060.4418372093,2804.3475,-3.17730856159742,0.00207169442089688,0.0329975459477092,-4.52374608317606,"EIF1","Down"
"218698_at",-396.984744186047,1414.24344186047,-3.17640996435292,0.00207743322311888,0.0330343925345578,-4.52378668792772,"APIP","Down"
"203543_s_at",-118.486413953488,230.557539534884,-3.17631903108285,0.00207801478547423,0.0330343925345578,-4.52379079654217,"KLF9","Down"
"204445_s_at",-111.931904651163,402.756959302326,-3.1762501757367,0.00207845524989679,0.0330343925345578,-4.52379390757013,"ALOX5","Down"
"218846_at",136.697755813954,465.432401162791,3.17528677014442,0.00208462725728787,0.0331088732531331,-4.52383743214147,"MED23","Up"
"219543_at",-243.918186046511,1036.02255813953,-3.17358594390359,0.00209556528951047,0.033240760808465,-4.5239142530841,"PBLD","Down"
"211509_s_at",-1301.49325581395,4855.7661627907,-3.17353173679846,0.00209591477520502,0.033240760808465,-4.52391670105501,"RTN4","Down"
"204266_s_at",131.627760465116,204.51716627907,3.1728240629677,0.00210048230491359,0.0332667959578019,-4.52394865709243,"CHKA","Up"
"209714_s_at",285.857651162791,898.482895348837,3.17281479213224,0.00210054220314263,0.0332667959578019,-4.52394907570299,"CDKN3","Up"
"201507_at",-196.432209302325,466.726988372093,-3.17140267261843,0.00210968444674928,0.0333878540674107,-4.52401282953427,"PFDN1","Down"
"201118_at",-155.582139534884,353.519093023256,-3.17007994365397,0.00211828163348583,0.0335001203967103,-4.52407253264462,"PGD","Down"
"205315_s_at",-266.181727906977,657.894619767442,-3.169658909464,0.00212102503234303,0.0335197168763828,-4.52409153354015,"SNTB2","Down"
"202704_at",668.15611627907,1815.70215116279,3.16808944597145,0.00213128067415508,0.0336579215182124,-4.52416234909424,"TOB1","Up"
"213503_x_at",-1323.39813953488,5137.6388372093,-3.16570653884177,0.00214694024633654,0.033867053460761,-4.52426982893068,"ANXA2","Down"
"209524_at",212.484260465116,407.602911627907,3.16540961523132,0.00214889902110822,0.033867053460761,-4.52428321822439,"HDGFL3","Up"
"204362_at",-162.39323255814,206.982758139535,-3.16533332172203,0.00214940259078601,0.033867053460761,-4.5242866584397,"SKAP2","Down"
"218684_at",265.903511627907,830.338825581395,3.1651174845072,0.00215082780476822,0.033867053460761,-4.52429639067708,"LRRC8D","Up"
"219083_at",305.886069767442,659.410709302326,3.16487618747014,0.0021524221785649,0.033867053460761,-4.52430727045662,"SHQ1","Up"
"218807_at",647.330697674417,2652.77348837209,3.16469162049466,0.0021536424518197,0.033867053460761,-4.52431559202312,"VAV3","Up"
"220990_s_at",534.383813953488,1483.32037209302,3.16375780092648,0.00215982634377311,0.033940345852113,-4.52435769078954,"VMP1","Up"
"211709_s_at",277.942751162791,293.451905813953,3.1634399095284,0.00216193524445705,0.0339495440819144,-4.52437202042484,"CLEC11A","Up"
"204347_at",-195.334325581395,571.33076744186,-3.16296441661851,0.00216509326402162,0.0339751923959112,-4.52439345271976,"AK4","Down"
"206802_at",-51.772134883721,174.759993023256,-3.16217777544799,0.00217032724706804,0.0340333582311169,-4.52442890554162,"PAX5","Down"
"200771_at",-678.730488372094,2065.30496511628,-3.15997307030346,0.00218505940283247,0.0342402803609817,-4.52452824113183,"LAMC1","Down"
"31874_at",-165.56596744186,456.506086046512,-3.15865464625238,0.00219391381524755,0.0343323293235553,-4.52458762496929,"GAS2L1","Down"
"214247_s_at",351.759255813953,1062.55262790698,3.15833167933837,0.00219608792803419,0.0343323293235553,-4.52460216968784,"DKK3","Up"
